"gene.id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","design","comparison","contrast","direction","human_symbol","mouse_entrez","human_entrez","mouse_ensembl","human_ensembl","ortholog_support_n","ortholog_support_sources"
"BC031181",709.25067255783,-0.31390536254367,0.132635444683344,-2.36667780089322,0.0179485506726177,0.0624203659787646,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","C18orf32",407819,497661,"ENSMUSG00000036299","ENSG00000177576",9,"Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoMCL|Panther|PhylomeDB"
"Vat1",425.469747209461,-0.317141429153454,0.134087964014615,-2.36517446949144,0.0180215788019821,0.0626153372213843,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","VAT1",26949,10493,"ENSMUSG00000034993","ENSG00000108828",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Fam111a",141.384020328823,-0.427731387748846,0.180944617796072,-2.36388013613596,0.0180846626866332,0.0627901870279316,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","FAM111A",107373,63901,"ENSMUSG00000024691","ENSG00000166801",11,"Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Ccdc85a",342.01274785482,-0.345678373572117,0.146290266565709,-2.36296222357931,0.0181295175089413,0.0628968733097845,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","CCDC85A",216613,114800,"ENSMUSG00000032878","ENSG00000055813",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Csrnp1",96.0451429201076,-0.789389414206946,0.334102234776628,-2.36271815043294,0.018141460800497,0.0628986345227189,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","CSRNP1",215418,64651,"ENSMUSG00000032515","ENSG00000144655",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Mdm4",1723.24173499562,-0.283915427870162,0.120184686530436,-2.36232615041403,0.0181606570535998,0.0629112976066431,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","MDM4",17248,4194,"ENSMUSG00000054387","ENSG00000198625",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Ckap5",1684.59126028571,-0.175415418959255,0.0742596795710192,-2.36218927919686,0.0181673638295987,0.0629112976066431,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","CKAP5",75786,9793,"ENSMUSG00000040549","ENSG00000175216",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Kifc3",233.795559541689,-0.353515086519071,0.149656995964094,-2.36216879967233,0.0181683675257364,0.0629112976066431,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","KIFC3",16582,3801,"ENSMUSG00000031788","ENSG00000140859",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Eif5a2",49.2106509515421,-0.48302888615426,0.204486659090204,-2.36215354245278,0.0181691153096355,0.0629112976066431,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","EIF5A2",208691,56648,"ENSMUSG00000050192","ENSG00000163577",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Fam46c",80.7888557134649,-0.709207700340121,0.300241014451159,-2.36212797787322,0.0181703683362855,0.0629112976066431,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated",NA,NA,NA,NA,NA,NA,NA
"Hspb7",5454.25754803427,-1.28021251989956,0.542100296415324,-2.36157871221443,0.0181973084209427,0.0629887137674977,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","HSPB7",29818,27129,"ENSMUSG00000006221","ENSG00000173641",10,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoMCL|Panther|Treefam"
"Zkscan1",464.63310944763,-0.206955471913772,0.0876920172310056,-2.36002635643097,0.0182736367168268,0.0631936516398486,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","ZKSCAN1",74570,7586,"ENSMUSG00000029729","ENSG00000106261",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Cyld",1523.68614335225,-0.256297791390796,0.108664039469197,-2.35862565613024,0.0183427486233174,0.06339947067779,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","CYLD",74256,1540,"ENSMUSG00000036712","ENSG00000083799",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Prrg2",139.413559657138,-0.366046275015984,0.155199108604062,-2.35855913289959,0.0183460366277531,0.06339947067779,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","PRRG2",65116,5639,"ENSMUSG00000007837","ENSG00000126460",10,"Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB"
"0610040J01Rik",277.734981975934,-0.3557398503175,0.150880612289205,-2.35775720233442,0.0183857137924178,0.0635217160583815,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","C4orf19",76261,55286,"ENSMUSG00000060512","ENSG00000154274",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Rwdd2b",75.9040831044938,-0.432560493619118,0.183519303172534,-2.35702994802923,0.0184217611200251,0.0636164817344867,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","RWDD2B",53858,10069,"ENSMUSG00000041079","ENSG00000156253",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Mospd1",2894.01498859064,-0.278337634427791,0.118168297347349,-2.3554340772943,0.0185010794511146,0.0638548574420434,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","MOSPD1",70380,56180,"ENSMUSG00000023074","ENSG00000101928",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Trpm7",1603.7185975977,-0.255222753458781,0.108357350785416,-2.35538015288143,0.0185037648267332,0.0638548574420434,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","TRPM7",58800,54822,"ENSMUSG00000027365","ENSG00000092439",10,"Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB"
"Abhd3",24.0173649514215,-1.03588625773152,0.440046969293002,-2.35403565986561,0.0185708294451476,0.0640413817095806,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","ABHD3",106861,171586,"ENSMUSG00000002475","ENSG00000158201",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Myo7b",12.6678412640187,-6.34921037340279,2.69815396063445,-2.35316830174874,0.0186142068895609,0.0641609937685239,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","MYO7B",17922,4648,"ENSMUSG00000024388","ENSG00000169994",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Cib1",85.0877582611897,-0.549612787855348,0.233643376858708,-2.3523576625402,0.0186548278836708,0.0642709974437883,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","CIB1",23991,10519,"ENSMUSG00000030538","ENSG00000185043",10,"Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoMCL|Panther|PhylomeDB|Treefam"
"Inmt",147.193143801613,-0.750735063375432,0.319195952969235,-2.35195670995174,0.0186749482016727,0.064312791185466,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","INMT",21743,11185,"ENSMUSG00000003477","ENSG00000241644",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Magoh",304.546325997411,-0.349749435083186,0.148791210157891,-2.35060548746156,0.0187428941559583,0.0644991483506788,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","MAGOH",17149,4116,"ENSMUSG00000028609","ENSG00000162385",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Fmr1",489.979310069552,-0.426565393260387,0.181493350620144,-2.35030865760567,0.0187578491237426,0.0645355690081128,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","FMR1",14265,2332,"ENSMUSG00000000838","ENSG00000102081",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Hmha1",79.5405783672213,-0.606840693557186,0.258264128905321,-2.3496902033176,0.018789041800228,0.0646127705792605,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated",NA,NA,NA,NA,NA,NA,NA
"Sema3f",110.891196702671,-0.349873006509253,0.148926005380747,-2.34930766869602,0.018808358214461,0.0646490785378551,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","SEMA3F",20350,6405,"ENSMUSG00000034684","ENSG00000001617",10,"Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"Usp54",157.322606841644,-0.36460974554381,0.15523302880134,-2.34878974119883,0.0188345390861101,0.0647239991918631,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","USP54",78787,159195,"ENSMUSG00000034235","ENSG00000166348",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Mthfd1l",17.0224334451216,-0.823392910951699,0.350673411299684,-2.34803348192267,0.0188728247104285,0.0648103073272985,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","MTHFD1L",270685,25902,"ENSMUSG00000040675","ENSG00000120254",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"BC049352",88.005445612654,-0.563052205983601,0.239809248391499,-2.34791697884976,0.0188787287244266,0.0648155051531884,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated",NA,NA,NA,NA,NA,NA,NA
"Fads2",144.42981710543,-0.923296781164588,0.393305111946744,-2.34753313170669,0.0188981923353531,0.0648456725916145,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","FADS2",56473,9415,"ENSMUSG00000024665","ENSG00000134824",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Cox7b",7150.00885990698,-0.475164799655071,0.202464120305061,-2.34690867171487,0.0189298941208171,0.064915685692363,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","COX7B",66142,1349,"ENSMUSG00000031231","ENSG00000131174",10,"Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB"
"Ccdc68",12.2019478233437,-1.29797539987723,0.553227622273915,-2.34618689960237,0.0189665940544025,0.0649962460596898,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","CCDC68",381175,80323,"ENSMUSG00000038903","ENSG00000166510",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Bin3",107.282921409271,-0.367788852994123,0.156808969732645,-2.34545800295221,0.019003719374276,0.0650260739606453,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","BIN3",57784,55909,"ENSMUSG00000022089","ENSG00000147439",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Stk3",154.87986224012,-0.299392561727073,0.127679625012389,-2.34487344161626,0.0190335390755546,0.0650896774084809,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","STK3",56274,6788,"ENSMUSG00000022329","ENSG00000104375",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoMCL|Panther|PhylomeDB|Treefam"
"Gpr35",12.0345509221565,-0.946066703339586,0.403542736201162,-2.34440275705516,0.0190575794077605,0.0651567959232903,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","GPR35",64095,2859,"ENSMUSG00000026271","ENSG00000178623",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Fuca2",386.682395748467,-0.223632038481501,0.0953964009770101,-2.3442397846371,0.0190659094498918,0.0651613765950262,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","FUCA2",66848,2519,"ENSMUSG00000019810","ENSG00000001036",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Vmn2r1",7.22869538619369,-1.38762221748275,0.591937522986769,-2.34420384516453,0.0190677468597516,0.0651613765950262,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated",NA,NA,NA,NA,NA,NA,NA
"Il33",135.27679751299,-0.543303303262738,0.231799692113568,-2.34384825238056,0.0190859349286348,0.0652084372486543,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","IL33",77125,90865,"ENSMUSG00000024810","ENSG00000137033",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Il6ra",151.864691000888,-0.655418670103844,0.279664661161413,-2.34358773604778,0.0190992695958145,0.065238897973857,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","IL6R",16194,3570,"ENSMUSG00000027947","ENSG00000160712",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Pdcd6",408.15320671931,-0.280065049742436,0.119514960328841,-2.34334721755208,0.0191115878931166,0.0652658737141061,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","PDCD6",18570,10016,"ENSMUSG00000021576","ENSG00000249915",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Rfesd",364.918438388076,-0.307784328798801,0.131406222341792,-2.3422355754071,0.0191686115791355,0.0654303382064225,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","RFESD",218341,317671,"ENSMUSG00000043190","ENSG00000175449",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoMCL|Panther|PhylomeDB|Treefam"
"Tma16",341.286660757763,-0.269172527628594,0.114929554633896,-2.34206535025766,0.019177356702601,0.0654450570967401,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","TMA16",66282,55319,"ENSMUSG00000025591","ENSG00000198498",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Tshr",103.210839967426,-1.17973482067882,0.503972804570991,-2.34087000325956,0.0192388645810067,0.0655943089629102,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","TSHR",22095,7253,"ENSMUSG00000020963","ENSG00000165409",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"2810007J24Rik",11.186510740018,-7.01044507562398,2.99724595865419,-2.33896222476576,0.0193373886001464,0.0658541794472805,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated",NA,NA,NA,NA,NA,NA,NA
"Rpl22l1",1073.12458915344,-0.368513901019313,0.157582578387733,-2.33854468425172,0.0193590104938455,0.0658974110953748,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","RPL22L1",68028,200916,"ENSMUSG00000039221","ENSG00000163584",10,"EggNOG|HGNC|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Kcnk1",13.6682463515601,-1.41612659836449,0.605849254360464,-2.33742401789262,0.0194171474894722,0.0660496194440271,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","KCNK1",16525,3775,"ENSMUSG00000033998","ENSG00000135750",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"2700060E02Rik",2405.43115090219,-0.250149638551663,0.107041116063027,-2.33694908790348,0.0194418314978451,0.0661183502424987,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated",NA,NA,NA,NA,NA,NA,NA
"Ccl27a",83.171174825681,-0.364782871591289,0.156141870620976,-2.33622711282084,0.0194794079430042,0.0662156342303871,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","CCL27",20301,10850,"ENSMUSG00000073888","ENSG00000213927",8,"Ensembl|HGNC|Inparanoid|NCBI|OMA|Panther|PhylomeDB|Treefam"
"Sema7a",274.367074579855,-0.37912384501404,0.162290435639384,-2.33608249013805,0.0194869427045562,0.0662259979621002,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","SEMA7A",20361,8482,"ENSMUSG00000038264","ENSG00000138623",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Cd163",325.157009921759,-0.5367559000334,0.229811628278407,-2.33563420639073,0.0195103142194725,0.0662716451637215,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","CD163",93671,9332,"ENSMUSG00000008845","ENSG00000177575",10,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther|Treefam"
"1110059E24Rik",244.045483182388,-0.391455101837717,0.167606054651153,-2.3355665918661,0.0195138414635709,0.0662716451637215,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","C9orf85",66206,138241,"ENSMUSG00000035171","ENSG00000155621",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Ndufb2",2032.00721432118,-0.345791528825467,0.148115208383021,-2.33461190515468,0.0195637040600924,0.0664104306827189,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","NDUFB2",68198,4708,"ENSMUSG00000002416","ENSG00000090266",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Rpl18a",6626.74709126934,-0.346636423111804,0.148524704187801,-2.33386375019137,0.0196028574011912,0.0665280422560427,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","RPL18A",76808,6142,"ENSMUSG00000045128","ENSG00000105640",10,"HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Ppp1r27",1871.7086717322,-0.526618383800467,0.225830221630292,-2.33192165334982,0.0197048131293126,0.0668191330773717,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","PPP1R27",68701,116729,"ENSMUSG00000025129","ENSG00000182676",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoMCL|Panther|PhylomeDB|Treefam"
"Nipsnap1",31.2502522756466,-1.22880718815109,0.526970547125217,-2.3318327653312,0.0197094906132676,0.0668191330773717,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","NIPSNAP1",18082,8508,"ENSMUSG00000034285","ENSG00000184117",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Mzb1",20.4015400906606,-1.8570910119099,0.796419798101493,-2.33179915458761,0.0197112595374892,0.0668191330773717,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","MZB1",69816,51237,"ENSMUSG00000024353","ENSG00000170476",11,"Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Prr16",20.2232278907624,-1.5329661414687,0.657553007095326,-2.33131949048552,0.0197365192396084,0.0668894016378188,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","PRR16",71373,51334,"ENSMUSG00000073565","ENSG00000184838",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Tfg",1429.31907936789,-0.182906936661309,0.0784685404129782,-2.33095882373591,0.0197555310082039,0.0669384678159547,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","TFG",21787,10342,"ENSMUSG00000022757","ENSG00000114354",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Cdk5rap3",504.66363537508,-0.247089579231322,0.106028138327743,-2.33041514383232,0.0197842201424937,0.0670049190097808,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","CDK5RAP3",80280,80279,"ENSMUSG00000018669","ENSG00000108465",11,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB"
"Oas3",11.2781249807996,-1.51355628457909,0.649622268196382,-2.32990209646191,0.0198113262014144,0.0670813322732754,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","OAS3",246727,4940,"ENSMUSG00000032661","ENSG00000111331",10,"Ensembl|HGNC|HomoloGene|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Tnnc1",593.909205498791,-2.72454545404513,1.17000016821277,-2.32867099344696,0.0198765019098315,0.0672557409339543,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","TNNC1",21924,7134,"ENSMUSG00000091898","ENSG00000114854",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Cnot2",1004.30715766441,-0.178967163014999,0.0768605932815809,-2.32846450142985,0.019887452096808,0.0672589657638107,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","CNOT2",72068,4848,"ENSMUSG00000020166","ENSG00000111596",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Bola2",144.677365099914,-0.347098159131524,0.149071242475287,-2.32840454918102,0.0198906323263308,0.0672589657638107,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","BOLA2",66162,552900,"ENSMUSG00000047721","ENSG00000183336",6,"Ensembl|HGNC|Inparanoid|OrthoMCL|Panther|Treefam"
"Mrpl24",958.078157035836,-0.240323304448026,0.103216957054345,-2.32833161630111,0.0198945017255285,0.0672589657638107,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","MRPL24",67707,79590,"ENSMUSG00000019710","ENSG00000143314",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
"Mb",35225.0387636152,-0.907513421610945,0.390033594682213,-2.32675706396614,0.0199781988025777,0.0674452661610918,"age.grp","young CD vs old CD","young CD vs old CD","Downregulated","MB",17189,4151,"ENSMUSG00000018893","ENSG00000198125",12,"EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam"
